ndvi,gndvi
0.422556159671,0.428398917704
0.464215312935,0.447529667525
0.482540802608,0.456927260144
0.411144571527,0.388268662004
0.447440288362,0.417771675017
0.458654675946,0.422937229607
0.440640924726,0.413635818562
0.466858664475,0.448673392043
0.444821492979,0.443347192378
0.467231021294,0.44688690453
0.474221819208,0.460293621223
0.469931455041,0.433307250883
0.396898966994,0.369820520723
0.444927964539,0.362636349836
0.41693818503,0.384062856137
0.426106292211,0.390750069004
0.459290113309,0.431169345567
0.438236035351,0.409939637713
0.472949766449,0.42262299432
0.441887937412,0.433200911312
